,Tweet,toxic,severe_toxic,obscene,threat,insult,identity_hate
27,RT @Blitz5: #PUBG Console Customs tonight @ 8:00 PM EST (5pm Pacific) for anyone interested! Going to do consoles first Dirt Bike Derby and…,0.0017421543598175049,0.0003241896629333496,0.0007335841655731201,0.0003896057605743408,0.0007094144821166992,0.00044924020767211914
28,"When we are able to download @PUBGMOBILE_IN ??please do it fast we can't wait anymore @Azure 
@PUBG @PUBGMOBILE",0.0014196038246154785,0.00035646557807922363,0.000714033842086792,0.00044846534729003906,0.0006780624389648438,0.00048744678497314453
29,RT @ZakaWaqar: Just reply  @Shafqat_Mahmood @ImranKhanPTI why u r not cancelling MDCAT They will rememb this &amp; will never going to vote for…,0.011928319931030273,0.00038617849349975586,0.001733243465423584,0.00046199560165405273,0.0014534294605255127,0.0006100833415985107
30,@PUBGM_INDIA how to download pubg mobile india,0.0013484656810760498,0.0003847181797027588,0.0007273852825164795,0.00047919154167175293,0.0006825029850006104,0.0005424916744232178
31,"@oneplus Play pubg for 2hr 17 minutes
YouTube 4hr 44 minutes
Spotify 8 hr 25 minutes",0.020580828189849854,0.0005002319812774658,0.0037823617458343506,0.0004655122756958008,0.0023568272590637207,0.0007602572441101074
32,@PUBG_CONSOLE_JP A. SKS,0.003659576177597046,0.00034949183464050293,0.0010245740413665771,0.000337451696395874,0.0010049045085906982,0.0005224645137786865
33,@NVIDIAGeForce @DokoPaloko Tusken sounds after every kill in PUBG 💥💥,0.5599470734596252,0.010364025831222534,0.11777830123901367,0.025673359632492065,0.05337825417518616,0.011952191591262817
34,@NVIDIAGeForce @pingsuuuu I don't remember an accomplishment but I can say that sometimes she was playing much more than me and become a pro 😄 But I remember our first win in PUBG Mobile it was awesome 😊 #GiftAGamer,0.007793009281158447,0.0003502070903778076,0.0016241371631622314,0.0003331899642944336,0.0014119744300842285,0.0005793869495391846
35,RT @knetsonbaekhyun: There is this site I think there are many male users and they mention that PUBG broadcast with GenG and they praise hi…,0.005714595317840576,0.00031191110610961914,0.0012183189392089844,0.00031122565269470215,0.0011636614799499512,0.0005718767642974854
36,@TopStore12 please do you want help me to download PUBG hack please please,0.001719653606414795,0.00032070279121398926,0.0007390677928924561,0.00039505958557128906,0.0007197260856628418,0.0004507601261138916
37,@andymhall @Goatlesss @PUBG @PUBG_Support @PUBG_Devs Call me crazy but I think this looks better than the original fpp driving lol,0.15218627452850342,0.0008959472179412842,0.021484941244125366,0.0008410215377807617,0.015276581048965454,0.0018197894096374512
39,@OMG_its_Aquu Pubg is lov,0.2459580898284912,0.0015777945518493652,0.05323135852813721,0.0011483728885650635,0.023578107357025146,0.0021476149559020996
40,"RT @ZakaWaqar: Why @Shafqat_Mahmood you are not announcing that MDCAT, Fazaia college exams will not take place?, remember Chairman, Sindh…",0.002136051654815674,0.00031054019927978516,0.0007512867450714111,0.0003883838653564453,0.0007877051830291748,0.00047215819358825684
41,"People always brag about being good at fortnite, pubg, and warzone. Well I have minecraft hunger games and I’m shit but I don’t care suck my dick and have a nice day 😘",0.9295396208763123,0.05049943923950195,0.9150140881538391,0.004991799592971802,0.3786372244358063,0.008905023336410522
42,@Holty_PUBG Come help me clean my shed,0.07143858075141907,0.000637054443359375,0.007399052381515503,0.0006939470767974854,0.007788270711898804,0.0016747117042541504
43,"Tomorrow from around midday, 5-6 hours of PUBG

Come say hello",0.002836763858795166,0.0003165006637573242,0.000800788402557373,0.0003599822521209717,0.0008382499217987061,0.00047326087951660156
45,PUBG: Protein Undiagnosed Brackish Gaslight,0.051025062799453735,0.0006284117698669434,0.004465848207473755,0.0007477104663848877,0.005029886960983276,0.0016890168190002441
46,"@PUBG_Support Hello pubg support
I switched my server by mistake please reset it 
I can't wait 
Please I want to return back I'm Asia server @PUBGMOBILE",0.001771003007888794,0.000321805477142334,0.0007438063621520996,0.0003943443298339844,0.00070914626121521,0.0004386603832244873
47,"@kritikalmotion @PUBG I can’t wait to see this in comp, no more gentlemen convoys",0.003182739019393921,0.00031325221061706543,0.0008256733417510986,0.00039190053939819336,0.0008612871170043945,0.00044980645179748535
48,Pubg reach back🆗...alyo man gone🤧...but im still here 💣,0.009129434823989868,0.000377655029296875,0.0014770925045013428,0.0003866851329803467,0.0013447999954223633,0.0006020069122314453
49,@NVIDIAGFN try to Add pubg mobile to play on pc,0.002474367618560791,0.0003094673156738281,0.0008261203765869141,0.00035756826400756836,0.0007891058921813965,0.0004260838031768799
52,"@dinntwin @PUBG_Support @PUBG Ah, I must not make it to final circles enough for this to matter to me 🤣",0.002360403537750244,0.0003180503845214844,0.0007572770118713379,0.0003949105739593506,0.0007658004760742188,0.00044035911560058594
53,"RT @RangerGaming20: Just a friendly reminder. Ill be live at 6pm est. Starting off with some #PUBG then some #FallGuys , among us.  Then af…",0.009697556495666504,0.0003743171691894531,0.0017667412757873535,0.0003375411033630371,0.0015194118022918701,0.0006412863731384277
54,I really want play #PUBG,0.01679167151451111,0.0004321932792663574,0.003018707036972046,0.00039690732955932617,0.0021378695964813232,0.0007159709930419922
55,@ARgod_7 @ItsSakumai @drdisrespect @PUBGMOBILE It's second year of pubg mobile competitive and the prize pool is 14 million. Dota2 had 1 million prize pool in its second year of competitive..,0.0020034313201904297,0.0003212094306945801,0.0007636547088623047,0.00037148594856262207,0.0007390379905700684,0.00043395161628723145
56,@XxSlaught3r This is true PUBG is the God of BR straight up 💯,0.09135693311691284,0.0006706118583679199,0.01151740550994873,0.0005889236927032471,0.010265111923217773,0.0016564130783081055
57,chilling in PUBG with friends was so fun. now every1 are only playing fckn among us :&lt;,0.009754836559295654,0.0003447532653808594,0.001572638750076294,0.00034424662590026855,0.0014804601669311523,0.0006336569786071777
58,PUBG: Pig Ukulele Blizzard Granduncles,0.8776065707206726,0.008950024843215942,0.44102951884269714,0.0020271241664886475,0.4680514931678772,0.027037501335144043
59,@PUBG now i played 4 hours and we have had 2 games on erangel. Fix random or get random map away from eu. Erangel singel que.and rest in random que,0.0030475854873657227,0.0003104209899902344,0.000863194465637207,0.00035578012466430664,0.0008333921432495117,0.0004272758960723877
60,"Just a friendly reminder. Ill be live at 6pm est. Starting off with some #PUBG then some #FallGuys , among us.  Then after. If I have time ill be doing some #warzone. Feel free to stop by and say hello!  #PathToAffiliate #SmallStreamersConnect 
@NOSGaming12",0.0045871734619140625,0.0003224313259124756,0.001043766736984253,0.00035455822944641113,0.000987231731414795,0.0004626810550689697
61,"@PUBG Hey guys, is there ever going to be an opportunity to get all the old seasonal rewards i missed?",0.0024566948413848877,0.00030881166458129883,0.000813603401184082,0.0003485381603240967,0.0008153319358825684,0.0004588663578033447
62,"Speaking from experience, a Panzerfaust is not a great weapon to use inside a building to kill someone at point blank range in PUBG if you want to survive the encounter.",0.02453029155731201,0.0007895529270172119,0.003080517053604126,0.0021111667156219482,0.0031354129314422607,0.0012953579425811768
64,@PUBG_Support your games a joke,0.16993895173072815,0.0007528066635131836,0.011954724788665771,0.0009499490261077881,0.020003080368041992,0.0021261274814605713
65,@MenamesCho didnt know pubg still exsisted,0.06555727124214172,0.0005702674388885498,0.007777661085128784,0.0005383491516113281,0.007406562566757202,0.0016681253910064697
67,Just been playing PUBG something i've not done in along time with on @Platform32 and boy that last match. #ProtectLazyJane,0.00538027286529541,0.00032788515090942383,0.0012561380863189697,0.00032088160514831543,0.0011432468891143799,0.0004978775978088379
69,@egowinters @PUBG The game runs nice for me.,0.0023005008697509766,0.0003135204315185547,0.0007810890674591064,0.0003522038459777832,0.0007894337177276611,0.00044977664947509766
70,"PUBG Mobile Global Championship
Super Weekends Week 1 Day 1
Match 5 - Erangel

WWCD 🐔
Klas Digital Athletics 🇹🇷",0.0019221305847167969,0.0003307759761810303,0.0007690787315368652,0.00038823485374450684,0.0007400810718536377,0.0004374086856842041
71,"@UGDoC074 @PUBG I bought the whole (but 2) battlestat Rip Tide blue skins.
It has taken me years xD 
But don´t talk to me about the damn random boxes/keys...",0.27066439390182495,0.002322256565093994,0.14077544212341309,0.0013361573219299316,0.025350958108901978,0.0019144713878631592
72,PUBG: Package Unrated Bookshop Guideway,0.0015040338039398193,0.0003497004508972168,0.0007346868515014648,0.0004248321056365967,0.0006968379020690918,0.00047978758811950684
74,"@pubgstatsapp Whew... Was worried PUBG was sneaking a few PC players into the console realm. I went back and double checked and the bots were doubling up with the Steam players, so this makes sense. Thanks!",0.0027030110359191895,0.0003122091293334961,0.0008608400821685791,0.00033843517303466797,0.0008404850959777832,0.0004367828369140625
75,"@Theforsaken111 @PUBG What was that.
Extreme lag or cheating.
For cheating I don´t find a sense as I wouldn´t do that with cheats myself...",0.06614798307418823,0.0005768835544586182,0.006801337003707886,0.000646054744720459,0.006345212459564209,0.0012027323246002197
76,"@sck_shadow @PUBG I disagree with any adjustment over friendly fire.
For the few times it happened to me over the years the confirmed ban after a report left me calm.",0.0014934241771697998,0.000341951847076416,0.00070914626121521,0.0004340708255767822,0.0006895065307617188,0.0004964768886566162
77,@Technikill24 @PUBG_Support @PUBG The game isn't designed nor is it supposed to finish final zones with compounds (it attempts to lessen them) and having too many compounds leads to play working different and ultimately people just hanging and waiting for people/moving instead of run around themselves,0.0024717748165130615,0.00030931830406188965,0.0007975399494171143,0.0003581047058105469,0.0007942318916320801,0.00042957067489624023
79,@XboxPope Gears 5 on insane and some blacklist on classic and pubg,0.037025660276412964,0.00047582387924194336,0.004611998796463013,0.0004711151123046875,0.003725767135620117,0.0009913742542266846
81,@PUBG_Devs Karakin only back please,0.05208975076675415,0.0005492866039276123,0.006257474422454834,0.0005284547805786133,0.004929661750793457,0.0011367201805114746
82,logo mais live de Hunt showdown e PUBG,0.04371890425682068,0.0005744397640228271,0.00639653205871582,0.000492483377456665,0.004433244466781616,0.0012473762035369873
84,"PUBG: Present Upfield Biomedicine , Goddammit!",0.5124782919883728,0.004880428314208984,0.23933380842208862,0.002729743719100952,0.044153809547424316,0.0026523470878601074
85,@ToddGadams That's what great about the cosmetic pay model - it's not for everyone but great for people who want to add a little flair to their game. Hopefully PUBG will eventually be free to play.,0.0025479793548583984,0.00029781460762023926,0.0007956326007843018,0.0003482997417449951,0.0007989704608917236,0.000438690185546875
86,"@magalzaoshow @PUBG_BR @fallenstorebr Manda o link do seu Onlyfans, por favor",0.060381412506103516,0.0006244480609893799,0.007433533668518066,0.000550687313079834,0.006289839744567871,0.0013539791107177734
87,"I downloaded PUBG and played it once and never opened that game again😂
Boring game",0.04031425714492798,0.0004419386386871338,0.0041193366050720215,0.00046831369400024414,0.004349887371063232,0.0009587705135345459
88,Dwarfs Of Friend Uncensored - A reboot of PUBG but where your helmet is fighting a mouse.,0.15455928444862366,0.0007595419883728027,0.010525941848754883,0.0008329153060913086,0.023870468139648438,0.00387534499168396
90,"@MichaelDorvaaL After quitting warzone for a few weeks and playing pubg, then going back to warzone, it feels fun as fuck and I hate it",0.8614382743835449,0.02773463726043701,0.8424119353294373,0.004124045372009277,0.1889803111553192,0.006707131862640381
91,@magalzaoshow @PUBG_BR @fallenstorebr linde,0.07273668050765991,0.0006860792636871338,0.008474022150039673,0.0006741583347320557,0.006712883710861206,0.0013036131858825684
92,@PUBG_Support It's back again! From 8PM to 10PM the fastest queue was 2:30min and since I don't enjoy some maps I had to dodge 5 Sanhoks in row followed by 3 Vikendi's. Then got into Miramar 99 alive I was solo (in squads). Wasted about half an hour not playing the actual game...,0.003323882818222046,0.000303417444229126,0.0009041428565979004,0.0003546476364135742,0.0008750855922698975,0.0004240274429321289
94,"RT @wnndnie: abang aku comel tadi..

dinie: can i sit here?

abang: yes for sure but please be quiet  *main pubg",0.010014772415161133,0.0003732740879058838,0.001646876335144043,0.00035056471824645996,0.0015348494052886963,0.000709235668182373
95,"@TwitchSupport Okay, thanks for the reply.",0.0014674067497253418,0.0003536641597747803,0.000715106725692749,0.00043147802352905273,0.0006883144378662109,0.0004922151565551758
96,"Please! Reduce the chance of Miramar! I like, but don't wanna play it 3 times in a row. :-/ @PUBG",0.0018414855003356934,0.0003122985363006592,0.0007093846797943115,0.00039327144622802734,0.0007227659225463867,0.00044161081314086914
100,@Socoler_ It’s one of those “I’m never going back” moments for sure! I still remember going from around 30 FPS to 75 for PUBG on my first monitor when I first switched to PC and was blown away!,0.06916916370391846,0.0006355345249176025,0.006810486316680908,0.0007955729961395264,0.005931049585342407,0.0012283623218536377
101,@Abuzariii Hey wanna play PUBG with me sometime?,0.0326920747756958,0.0004930198192596436,0.00532802939414978,0.0003962516784667969,0.003778010606765747,0.0011899769306182861
102,"Going live with some HADES now! No plan today so at some point I'll probably swap over to PubG or Starcraft II later💠
L*nk in my b*ography",0.8096339106559753,0.007986009120941162,0.4997154176235199,0.002925097942352295,0.21673110127449036,0.007988989353179932
103,"@Aman96584415 @PUBG_Support @TencentGames Dm me,for account recovery",0.00232011079788208,0.000323563814163208,0.0007978081703186035,0.00037088990211486816,0.0007870495319366455,0.00043022632598876953
104,"Woo! Back online. Ready to play.
Xbox: need update.
Destiny: need update.
Apex: need update.
Grounded: need update.
PubG: need update.
Smite: need update.
DBD: need update.
CoD: need update.
Be on sometime today....",0.0017099976539611816,0.0003383159637451172,0.000767141580581665,0.00040268898010253906,0.0007148087024688721,0.00043904781341552734
105,@NVIDIAGeForce @Luminosity_6 and I got our first ever back to back duos win in PUBG a long time ago! #GiftAGamer,0.0021410584449768066,0.0003120899200439453,0.0007558465003967285,0.00036960840225219727,0.0007683038711547852,0.0004398822784423828
107,@selvakarthik86 Ya.. underestimating indian market... Gaming is blooming here in India after Pubg... Soon console gaming also gonna have a wide range of audience here... Ipo dan pathem Xbox series x is available in flipkart... Not a fan though... 2020 la onnum vilangathu pola...,0.0026556849479675293,0.0003243982791900635,0.0008487701416015625,0.0003408491611480713,0.000826716423034668,0.0004718303680419922
110,"@PUBG_Support @WJacky101 @RoboDanjal @PUBG_Devs @PUBG_EU @Hawkinz 16 people on the server, 60 seconds starts count.",0.003884732723236084,0.00033667683601379395,0.0009814202785491943,0.0003705322742462158,0.0009116828441619873,0.00045737624168395996
111,@athubah @2nxvv I dont like twitter walla just made it for pubg😂😂😂,0.008817702531814575,0.00033909082412719727,0.0014072656631469727,0.0003548264503479004,0.0013300776481628418,0.0005607903003692627
113,PUBG: Player Unpatriotic Burglarizes Genocide,0.05746069550514221,0.0005345046520233154,0.0028074681758880615,0.0009132325649261475,0.004804790019989014,0.0021017491817474365
114,@human_afterrall @PUBGMOBILE Oh so you're pubg player?,0.0621972382068634,0.0005362927913665771,0.006524384021759033,0.0004993975162506104,0.007179081439971924,0.0014770925045013428
115,@Colteastwood Once again I will say I love my series S. Played PUBG and that was smooth and no issues.,0.002569437026977539,0.0003014206886291504,0.0008886456489562988,0.00034937262535095215,0.0008231699466705322,0.00043395161628723145
116,@kritikalmotion @PUBG Stay strapped and they get blapped!,0.4984270930290222,0.003904193639755249,0.05482468008995056,0.008426427841186523,0.04938808083534241,0.005386441946029663
117,@PUBG_Support Something new? Still 80% bots.  @WJacky101 @RoboDanjal @PUBG_Devs @PUBG_EU @Hawkinz,0.00816202163696289,0.0003573000431060791,0.0014240741729736328,0.00035259127616882324,0.0012927055358886719,0.0005671381950378418
118,@Aman96584415 @PUBG_Support @TencentGames dm me,0.0070972442626953125,0.0003629922866821289,0.0013831853866577148,0.00035372376441955566,0.0012745261192321777,0.0005586147308349609
119,#PUBG Console Customs tonight @ 8:00 PM EST (5pm Pacific) for anyone interested! Going to do consoles first Dirt Bike Derby and some of the usual favorites :) well repost when we are getting things started.,0.0015425682067871094,0.00033548474311828613,0.0007154643535614014,0.0004082024097442627,0.0006910860538482666,0.00046950578689575195
120,"Looking for people with PUBG clips . Kills Clutches and Comedy is what I’m after . Full recognition of videos aswell. Let me know ....

#pubg #consolepubg #pubgmobile #pubggamer #pubgfunnymoment #pubgfun #pubgmoments",0.3113674521446228,0.0012442469596862793,0.04464614391326904,0.000965803861618042,0.04394906759262085,0.004942595958709717
122,"@Fact Very true, i play pubg very often and if  yu know pubg you will know you have to make quick decisions, now i make quick decisions in life that brings positive result",0.003243684768676758,0.000295490026473999,0.0008841156959533691,0.00033715367317199707,0.000889897346496582,0.00045493245124816895
123,@PUBG_Support It still does Not work,0.0024209320545196533,0.00032207369804382324,0.000784069299697876,0.0003699362277984619,0.0008054971694946289,0.00047639012336730957
124,PUBG: Painful Unleash Botanist Grateful,0.0045611560344696045,0.00032454729080200195,0.0009350180625915527,0.00039064884185791016,0.0010038912296295166,0.0005134940147399902
125,"Yay drunk Russian on my PUBG team, even worse. A mouth breather and crisp muncher ffs",0.826514720916748,0.028068512678146362,0.293668270111084,0.009382277727127075,0.5012769103050232,0.37111154198646545
126,"@PaulTassi Who cares? Destiny is not now nor has EVER been a PvP primary game. If you want PvP go play COD, Pubg, Fortnite, or the 50 million other FPS shooters with no story. I'm sick of PvP players getting the best weapons and perks nerfed for PvE players because they whine the loudest.",0.17966651916503906,0.0007901489734649658,0.013968557119369507,0.0008921027183532715,0.024162977933883667,0.0025256872177124023
127,@Aman96584415 @PUBG_Support @TencentGames You can contact BIN.TEC on Instagram for your account recovery within a few moment. She is one of the best out there,0.0018005073070526123,0.00032216310501098633,0.0007395744323730469,0.00039392709732055664,0.0007263422012329102,0.00045567750930786133
128,haha vokey pun laye asif time live stream.. abih doh player pubg layey,0.434207558631897,0.002172023057937622,0.12898540496826172,0.0009192526340484619,0.07519271969795227,0.004501074552536011
129,"@NVIDIAGeForce @jlucasssss becoming a PUBG pro over here, man! Dude is wild! #GiftAGamer",0.37155306339263916,0.0018162727355957031,0.08609640598297119,0.000678718090057373,0.07621163129806519,0.00635644793510437
130,@Akah6kEliyan @drdisrespect Gaming is not about cod and pubg,0.1233704686164856,0.0007307827472686768,0.015019237995147705,0.0005569159984588623,0.014852732419967651,0.0025162994861602783
131,Lol Im baiting kids on cw like I would on Pubg lol Bots!,0.3171994984149933,0.001168578863143921,0.0327509343624115,0.0010513365268707275,0.04724472761154175,0.004579812288284302
132,Pubg W with @YoungRilez right before work,0.013449013233184814,0.000400543212890625,0.002527207136154175,0.0003375411033630371,0.002088874578475952,0.000769197940826416
133,@Aman96584415 @PUBG_Support @TencentGames DM me,0.0070972442626953125,0.0003629922866821289,0.0013831853866577148,0.00035372376441955566,0.0012745261192321777,0.0005586147308349609
134,PUBG: Picture Untying Backdoor Gunpoint,0.13462191820144653,0.0011839568614959717,0.023813515901565552,0.0015150606632232666,0.009682983160018921,0.0022268295288085938
135,@joseph84scott @PUBG_Support @TencentGames Can you tell me how can I ?,0.0018576383590698242,0.0003159046173095703,0.0007047951221466064,0.0003916323184967041,0.0007154345512390137,0.0004419386386871338
136,"I played pubg , she played me 😅",0.0605866014957428,0.0005386769771575928,0.008869528770446777,0.0004582405090332031,0.007376313209533691,0.0016035735607147217
138,@Aman96584415 @PUBG_Support @TencentGames Kindly dm for retrieval assistance,0.0017061829566955566,0.00033035874366760254,0.0007139146327972412,0.00040283799171447754,0.0007134079933166504,0.0004569590091705322
139,RT @dhruv_rathee: It has become quite a trend to create cheap copy cats of foreign stuff and sell them to fools in the name of Aatamnirbhar…,0.3568652868270874,0.0011683404445648193,0.02090686559677124,0.0013470947742462158,0.07276231050491333,0.008778393268585205
141,"@oneplus Charging the #OnePlus8T for 15 mins lets you 
Play PUBG Mobile for 9 hours 17 minutes
or watch YouTube for 9 hours 44 minutes
or listen to Spotify for 10 hours 25 minutes.

#OnePlus8T #15MinuteChallenge",0.005524873733520508,0.0003326833248138428,0.0012441575527191162,0.00032901763916015625,0.0011003315448760986,0.0004949867725372314
142,"@PUBGMOBILE_IN Hi, Pubg mobile india we are very much wait for your official launch but you are not launching the game it cause you got loss, our pubg lovers describe the game if not launching game after 2 December. So please launch the game earliest.",0.0017139613628387451,0.0003255903720855713,0.0007240176200866699,0.00039258599281311035,0.0007015764713287354,0.0004458129405975342
144,@Aman96584415 @PUBG_Support @TencentGames DM me fast to retrieve back your account instantly without doubt.,0.003112316131591797,0.00032207369804382324,0.0008656680583953857,0.00040286779403686523,0.0008480250835418701,0.0004169046878814697
145,@ColePUBG23 @CaribBros always some bitchass dude named cole. and he got pubg in his name go play that shit,0.9808440804481506,0.12953129410743713,0.9613412618637085,0.008164405822753906,0.8029880523681641,0.04452124238014221
146,"@gamermaas @rakazonegaming U don't know anything about pubg mobile esports 😂😂😂😂😂😂😂😂😂😂😂 ...they have just invested ,700 crore in one country in 1 year program 😂😂 just imagine what they can invest in world's ... and to confirm you in comming days Indian tournaments will have 2-3 C prize pool",0.0025355517864227295,0.00030875205993652344,0.0007723569869995117,0.0003674030303955078,0.0007867813110351562,0.0004418492317199707
147,"@NVIDIAGeForce @jan_nb , his greatest achievement was getting passed by me in the Porsche curves, round the outside 😂 #GiftAGamer 
There was also this time where he finished a PUBG game without getting down, but that’s less impressive. 😜",0.02808588743209839,0.0004165470600128174,0.0038286149501800537,0.00039207935333251953,0.0036160051822662354,0.000978022813796997
148,"@Harisre27165162 @This2bHonest @SinStigmatic @lync1x @mrrhankey @HawksNest @drdisrespect Portability and accessibility is a trait that would attract millions of smartphone users. Competition prize pools will grow bigger, just like with PUBG mobile, and it will maintain its uniqueness, due to the different skillsets required. And just like PC/Consoles, they're fun!😂",0.00247231125831604,0.0003089606761932373,0.0007676780223846436,0.0003572702407836914,0.0008059144020080566,0.0004336833953857422
149,@NVIDIAGeForce @KarimDZN never stopped winning PUBG together 🥇🤣I think our situation will be better with this gaming mon @NVIDIAGeForce,0.004110485315322876,0.00031375885009765625,0.0009453296661376953,0.0003516077995300293,0.0009295344352722168,0.000459820032119751
150,@TesseractUnfold @Grail12013 PUBG is another game that I never got into but again you can't deny the impact. But as you said. Fortnite took to greater heights,0.002224951982498169,0.00030681490898132324,0.0007858872413635254,0.0003618001937866211,0.0007749795913696289,0.0004164576530456543
